geoid,avgbrdist,medbrdist,stdbrdist,count,areasqft,countbldg,bldgareaft,pctcbbldg,dist_bldg_hght,avgbrdist_meters,avgbrdist_logtran
3.6061E+14,7.744675828,0,20.82416937,6882,96492.9,27,38972.99412,0.403894941,6.53111,2.360577192,170587.8372
3.6061E+14,10.0389248,0,23.12988728,19449,112728,34,68537.22222,0.607987565,12.888488,3.059864278,221122.0336
3.6061E+14,9.917971515,0,24.28653543,18698,52461.8,6,25133.20644,0.479076327,22.028683,3.022997718,218457.8603
3.6061E+14,12.794345,0,25.69238655,88593,143936,8,90623.55307,0.629610056,27.74483,3.899716355,281814.2024
3.6061E+14,7.720468579,0,19.44686338,5397,52466.3,2,23157.16128,0.441372105,7.562,2.353198823,170054.6371
3.6061E+14,7.159422218,0,18.34430043,89982,31828.5,1,11520.23141,0.361947042,9.927815,2.182191892,157696.7686
3.6061E+14,11.75765136,0,23.47641485,70122,131412,24,86341.58696,0.6570297,16.131165,3.583732136,258979.5056
3.6061E+14,12.48735532,0,25.98908259,285546,146231,2,79762.05645,0.545452445,43.454378,3.806145903,275052.3049
3.6061E+14,13.13105589,0,25.84988063,209016,233235,23,144024.6778,0.617508855,32.397575,4.002345834,289230.7533
3.6061E+14,8.654859969,0,22.03073363,61863,63869.1,1,22631.88729,0.354347991,17.709637,2.638001319,190635.9771
3.6061E+14,7.253727028,0,22.28994317,65191,90944,14,39546.83809,0.434848237,11.244187,2.210935998,159773.9703
3.6061E+14,7.619212127,0,23.09605529,24431,93205.5,15,46658.28099,0.500595791,8.887371,2.322335856,167824.3153
3.6061E+14,11.66496467,0,23.54442032,227472,56945,5,25936.5723,0.45546707,16.702121,3.555481231,256937.9453
3.6061E+14,13.40826092,0,25.23676524,184877,132103,13,59950.06861,0.453813075,27.574728,4.08683793,295336.6006
3.6061E+14,20.16160522,3.751930842,31.01284181,214078,132967,11,77817.10027,0.585236188,44.135268,6.145257271,444088.9077
3.6061E+14,22.97893636,5.525404939,33.18694222,411879,266860,16,178336.2463,0.668276423,42.102354,7.003979803,506144.7558
3.6061E+14,20.50999439,3.688968084,31.36372968,394141,133729,1,80537.5726,0.602244634,112.769013,6.251446292,451762.69
3.6061E+14,14.99235398,0,27.81614929,452201,234365,14,99929.38164,0.426383554,23.685418,4.569669492,330228.5721
3.6061E+14,18.03927835,1.192888432,29.60205274,244838,133326,5,80652.77832,0.604929108,69.254349,5.49837204,397341.5474
3.6061E+14,24.66418546,8.047371906,33.86463498,242185,164078,2,100703.884,0.613756164,153.469283,7.517643727,543264.8373
3.6061E+14,16.45295323,0,28.85950582,418724,222142,3,135744.7512,0.611071978,30.634292,5.014860144,362400.4115
3.6061E+14,18.37554117,2.456926537,29.02964226,130575,110734,2,62835.94488,0.567449427,45.873388,5.600864949,404748.2291
3.6061E+14,10.03922498,0,24.62251533,217180,693444,19,243598.4509,0.351287849,13.449119,3.059955775,221128.6457
3.6061E+14,22.75663137,5.930281305,32.48397172,403489,235364,13,133197.2349,0.56592017,53.936402,6.936221242,501248.1625
3.6061E+14,7.604225538,0,21.73421237,98087,235215,31,135520.6718,0.576156588,13.415946,2.317767944,167494.2137
3.6061E+14,11.72603066,0,25.77960182,221394,253386,12,136678.4619,0.539408104,25.724451,3.574094145,258283.0132
3.6061E+14,7.882825762,0,22.37704582,37078,151223,51,67379.66205,0.445564908,8.673203,2.402685292,173630.792
3.6061E+14,7.404347133,0,19.48463321,2381,139089,2,50132.05849,0.360431511,11.095722,2.256845006,163091.5989
3.6061E+14,5.531752511,0,20.73293866,12781,114413,11,46106.55908,0.402983569,9.9529,1.686078165,121844.9575
3.6061E+14,7.413109293,0,18.7700554,7458,51741.4,1,20544.76926,0.397066358,8.614633,2.259515712,163284.5983
3.6061E+14,15.33360507,2.767683542,25.55571479,66333,67919.3,1,35460.93143,0.5221039,104.691639,4.673682826,337745.1276
3.6061E+14,18.70727315,3.053765264,29.71287553,93473,109511,12,65585.90977,0.598897917,40.300961,5.701976856,412055.1121
3.6061E+14,19.03877208,4.543849299,29.96823697,24834,114644,16,69911.53123,0.609814131,22.622646,5.80301773,419356.862
3.6061E+14,17.17939712,6.645619635,25.05770692,36816,71272,1,47446.86337,0.665715335,52.192544,5.236280242,378401.403
3.6061E+14,12.04484003,0,24.10483656,76261,117710,9,62111.07592,0.527661846,35.180035,3.671267242,265305.257
3.6061E+14,10.97273831,0,22.82368721,17495,68710.6,7,42218.08408,0.614433349,31.76387,3.344490636,241690.645
3.6061E+14,7.055020683,0,20.48445381,43030,90003,5,56944.807,0.632698988,22.228718,2.150370304,155397.1718
3.6061E+14,11.39253375,0,23.46408179,70831,102144,15,61576.5528,0.602840625,14.426342,3.472444286,250937.2549
3.6061E+14,10.11070502,0,23.17471496,106337,139069,24,87964.44273,0.632523731,14.901926,3.08174289,222703.0983
3.6061E+14,14.35867844,0,27.21052622,524000,279718,16,159236.4245,0.569274857,28.48725,4.376525187,316270.9394
3.6061E+14,8.251190041,0,22.20812332,84007,96634.2,7,43603.30868,0.451220258,16.713304,2.514962725,181744.5552
3.6061E+14,16.69946544,0.812941051,28.33437113,178216,130873,11,73124.4136,0.558743313,41.91587,5.089997066,367830.2043
3.6061E+14,29.0718272,10.03791201,39.35271114,493351,242141,2,215790.9258,0.8911788,41.80456,8.861092931,640349.6075
3.6061E+14,18.62630219,3.842637331,28.60813388,126325,74498.5,1,44305.11617,0.59471152,45.007048,5.677296907,410271.608
3.6061E+14,19.87875559,1.993017129,31.48715273,382496,287393,8,158469.9392,0.551405007,68.457412,6.059044705,437858.7301
3.6061E+14,8.559163318,0,22.72594147,104718,143230,13,76724.81002,0.535675557,14.892541,2.608832979,188528.1181
3.6061E+14,17.20766335,0.234282633,29.26233331,815038,229639,14,147674.7762,0.64307359,69.953174,5.244895788,379024.0081
3.6061E+14,21.51497706,5.521374823,31.25197909,269887,133298,10,72905.44124,0.546935747,45.737126,6.557765009,473898.9064
3.6061E+14,8.84038726,0,23.44569489,12134,101426,2,72080.32648,0.710669123,55.480435,2.694550037,194722.4876
3.6061E+14,16.84670307,0.249501105,28.46107466,186736,180330,13,109090.7746,0.604950783,33.885654,5.134875094,371073.3288
3.6061E+14,18.3703582,2.260213674,29.08263031,128870,92384.7,1,35132.62227,0.380286154,57.88024,5.59928518,404634.0666
3.6061E+14,21.63819387,4.66217111,32.25918051,343212,234024,16,139270.9204,0.595113836,53.463258,6.595321491,476612.9371
3.6061E+14,9.296837566,0,23.08340609,82949,152156,9,90758.83358,0.596485407,22.5698,2.83367609,204776.4747
3.6061E+14,6.731507967,0,20.54073055,58972,141562,13,66102.36332,0.466949911,13.466965,2.051763628,148271.33
3.6061E+14,5.362193161,0,17.73898603,8883,111319,19,44284.69977,0.397817981,6.157588,1.634396475,118110.1642
3.6061E+14,7.511728073,0,20.67794889,1108,116009,15,50218.43221,0.432883933,8.772758,2.289574717,165456.8215
3.6061E+14,6.541505456,0,17.98317713,2736,114891,4,39350.82784,0.342505748,4.336895,1.993850863,144086.2462
3.6061E+14,20.62530775,8.72287169,28.86302075,4948,76142.5,3,48055.71732,0.631128704,51.771278,6.286593803,454302.6357
3.6061E+14,13.4022144,0,24.49713597,20983,63927.6,1,22600.80104,0.353537456,48.084934,4.08499495,295203.4171
3.6061E+14,15.45134294,1.297030528,26.81176319,108268,91942.6,2,47269.12028,0.514115549,72.132882,4.709569327,340338.4767
3.6061E+14,20.14840034,4.731582686,30.16934106,46233,87476.3,3,44866.62902,0.512900397,106.028843,6.141232424,443798.0509
3.6061E+14,12.64274779,2.958623456,24.23911207,8407,22749.3,7,11683.60673,0.513580933,33.145508,3.853509527,278475.0518
3.6061E+14,7.738596902,0,20.68592477,39708,37319.3,1,17401.33189,0.466282377,28.308047,2.358724336,170453.94
3.6061E+14,8.443801384,0,22.61895843,19118,54047.6,10,24926.9331,0.46120333,7.669697,2.573670662,185987.1024
3.6061E+14,8.609401816,0,21.20728823,66090,70020.4,7,30686.63466,0.438252776,11.070874,2.624145674,189634.6946
3.6061E+14,12.80309621,0,25.13535032,67963,133408,28,86384.91403,0.647524242,15.663591,3.902383724,282006.9607
3.6061E+14,12.6635266,0,25.75735584,484149,286204,23,173253.1046,0.605348299,25.63713,3.859842906,278932.7354
3.6061E+14,8.337754838,0,22.0135156,40477,66373.9,5,34759.99429,0.523699742,11.885223,2.541347675,183651.2717
3.6061E+14,8.186638768,0,22.08771036,14543,67219.2,10,25790.68683,0.38368036,9.520669,2.495287496,180322.7188
3.6061E+14,7.661635405,0,21.21141867,240383,135291,15,86848.80987,0.641940779,7.493866,2.335266471,168758.7502
3.6061E+14,12.51398825,0,25.44854258,177523,131680,21,68578.04252,0.520793154,20.427108,3.814263619,275638.9342
3.6061E+14,18.63411564,3.448810727,28.52103743,184187,74904.3,5,41635.95064,0.55585528,45.671976,5.679678446,410443.7107
3.6061E+14,10.67439365,0,24.50787826,152271,123718,3,61923.16223,0.500518617,60.954094,3.253555186,235119.1667
3.6061E+14,14.97941273,0,27.3324353,805458,232605,2,157539.2106,0.677282133,50.500413,4.565725001,329943.5222
3.6061E+14,21.82097588,5.648387296,31.90896111,266563,132461,11,78832.17072,0.595134951,57.651454,6.651033449,480638.9789
3.6061E+14,21.20050108,5.428310076,31.01415691,200916,103067,1,54940.3622,0.53305483,83.093196,6.461912728,466972.1118
3.6061E+14,16.9270441,0.690990053,28.37501741,133377,154295,15,90261.37154,0.5849922,33.172264,5.159363041,372842.9578
3.6061E+14,18.10142695,2.693633186,27.83219539,109942,75057.7,7,34657.36818,0.461743008,38.33194,5.517314934,398710.4615
3.6061E+14,6.468890104,0,19.77213504,61067,58981.9,12,26245.55571,0.444976437,8.210572,1.971717704,142486.7866
3.6061E+14,9.603367211,0,22.69239341,66340,97736.2,3,42653.18768,0.436411357,31.879815,2.927106326,211528.2394
3.6061E+14,10.04028398,0,24.31938969,9224,71193.9,1,30767.73933,0.432168196,35.785685,3.060278556,221151.9716
3.6061E+14,7.567872305,0,21.45422907,7764,233447,17,122101.5419,0.523037529,9.917791,2.306687478,166693.4805
3.6061E+14,20.6044814,6.150969219,30.59693813,40916,116575,4,72479.35322,0.621740109,84.151996,6.280245931,453843.9048
3.6061E+14,11.93850445,0.815249034,21.26703808,15320,46575.6,3,23192.40812,0.497951892,40.521383,3.638856157,262963.06
3.6061E+14,11.78809486,0,24.98219497,24725,167787,1,73600.25623,0.438652913,32.679886,3.593011314,259650.0683
3.6061E+14,18.06744705,2.530025571,29.25762791,45126,80276.2,13,52619.61503,0.655482136,39.713984,5.50695786,397962.0044
3.6061E+14,14.20068549,0,26.00809305,86528,95509.5,1,52362.08586,0.548239556,41.132497,4.328368938,312790.9133
3.6061E+14,11.14760871,0,23.9506191,34000,119078,6,68511.32096,0.575348267,25.239193,3.397791134,245542.4219
3.6061E+14,11.649015,0,24.55118798,75166,129708,16,80116.18187,0.617665694,23.819669,3.550619771,256586.6304
3.6061E+14,9.239064915,0,25.09602803,35696,121320,1,78726.48108,0.648915934,13.823547,2.816066986,203503.9473
3.6061E+14,8.643387229,0,21.59957439,30767,75763.6,1,26722.90019,0.352714235,18.558395,2.634504427,190383.2731
3.6061E+14,13.72305784,0,26.12735195,104396,98392.5,13,59159.59038,0.601261177,14.611533,4.18278803,302270.4641
3.6061E+14,11.35372183,0,24.05332157,56444,134778,22,87279.01367,0.647576115,15.403028,3.460614413,250082.3655
3.6061E+14,13.54617579,0,26.18599989,381247,261995,37,146775.5874,0.560222857,16.682352,4.128874379,298374.3776
3.6061E+14,7.785072654,0,19.6537204,28589,110430,3,55581.94555,0.503322879,21.068961,2.372890145,171477.6365
3.6061E+14,6.563281998,0,20.08266789,146025,96663.8,24,49298.56914,0.510000322,5.859083,2.000488353,144565.9064
3.6061E+14,25.39353699,6.044479526,37.24838713,741384,268317,4,191096.0726,0.712202628,56.529371,7.739950076,559329.874
3.6061E+14,19.62534607,3.250652636,30.88889391,218699,132651,9,81432.61083,0.613886144,45.182677,5.981805481,432277.0138
3.6061E+14,19.25530253,2.581990313,30.24807661,216315,132853,5,72409.69006,0.545036168,51.891074,5.869016212,424126.2626
3.6061E+14,13.8998399,0,26.02558734,84531,76789.5,4,36433.55196,0.474460075,22.646701,4.236671201,306164.3481
3.6061E+14,19.22132749,2.178299106,30.43110862,177038,158239,5,95517.73428,0.603629537,65.573365,5.858660619,423377.9125
3.6061E+14,8.751337661,0,23.19016878,97278,175393,17,93010.5633,0.530298035,6.979443,2.667407719,192761.0396
3.6061E+14,8.585976863,0,22.81190303,55269,73159.8,9,38125.09188,0.521120778,15.163753,2.617005748,189118.7257
3.6061E+14,8.696938645,0,21.91098707,55287,144238,11,61723.78292,0.427930108,13.046672,2.650826899,191562.8216
3.6061E+14,7.577324013,0,21.58565937,21758,133689,2,57199.13399,0.427852209,19.807319,2.309568359,166901.6682
3.6061E+14,8.938496742,0,23.5439599,18611,237384,18,95024.11599,0.400297055,14.340077,2.724453807,196883.4927
3.6061E+14,21.53528746,5.086227197,32.9971233,18762,331516,6,111067.4863,0.335029037,13.209434,6.563955619,474346.2727
3.6061E+14,21.03900723,7.64621744,29.61210481,28561,106911,4,73756.97638,0.689891371,97.263206,6.412689403,463414.9731
3.6061E+14,17.41598727,3.492372987,27.44908147,59138,98004.9,7,44539.72396,0.454464256,44.780622,5.30839292,383612.6479
3.6061E+14,12.99191385,1.937354626,22.99775818,9085,36627.2,2,14556.44869,0.397421826,15.783329,3.959935341,286165.946
3.6061E+14,21.91644861,10.06207933,28.89998247,40786,68458.5,5,43456.03522,0.634779249,36.607855,6.680133537,482741.9057
3.6061E+14,18.90023824,0,34.57264776,64791,124328,1,74684.11352,0.600702284,50.598063,5.760792616,416305.4511
3.6061E+14,9.382922174,0,22.13368511,11017,50386.1,1,27873.67817,0.55320174,33.574786,2.859914679,206672.6143
3.6061E+14,14.130911,0,25.96076673,27074,86390.6,8,38797.30351,0.449091724,30.26428,4.307101672,311254.0278
3.6061E+14,10.09535303,0,25.89674514,2069,56726.9,1,39248.31914,0.691881967,14.738803,3.077063604,222364.9483
3.6061E+14,8.809420728,0,22.65219036,103578,145587,19,87572.01057,0.601509823,14.753389,2.685111438,194040.4043
3.6061E+14,13.57824589,0,25.82249096,147368,141591,14,91634.19186,0.647175257,19.357575,4.138649348,299080.7687
3.6061E+14,6.317478611,0,19.44268576,38466,106432,8,49396.2867,0.464111233,5.480975,1.925567481,139151.7265
3.6061E+14,8.675802501,0,20.3612967,115498,113489,5,42679.82087,0.376070111,12.018759,2.644384602,191097.267
3.6061E+14,8.996648362,0,22.68280749,41310,87374.4,6,60117.33669,0.688042913,32.861069,2.742178421,198164.3674
3.6061E+14,21.63919878,5.254231993,31.69425935,129465,85834.1,2,56282.60495,0.655713812,59.241461,6.59562779,476635.0719
3.6061E+14,19.21923254,3.027084231,30.25423955,244655,132440,8,81875.90838,0.618211329,53.833914,5.858022077,423331.7681
3.6061E+14,20.79536292,4.001608205,31.56372254,284254,133228,4,71752.06035,0.53856592,75.313419,6.338426618,458048.35
3.6061E+14,10.00229977,0,24.37144249,205447,219171,32,116737.74,0.53263315,16.290367,3.04870097,220315.3138
3.6061E+14,11.3426251,0,22.39962597,132048,52832.9,2,18629.06998,0.352603586,26.202318,3.45723213,249837.9437
3.6061E+14,17.91338572,0.680705763,29.50269801,168472,139051,8,60974.215,0.438502528,32.216201,5.459999967,394568.5778
3.6061E+14,8.805211841,0,22.72573291,55745,176426,20,108775.2842,0.616549058,20.878339,2.683828569,193947.6974
3.6061E+14,14.03858822,0,28.41587153,41307,593267,17,303099.0062,0.510898139,30.045662,4.278961689,309220.4832
3.6061E+14,23.02367016,9.632077653,30.66952708,93487,126504,4,91904.61796,0.726495747,118.74679,7.017614665,507130.0833
3.6061E+14,12.51414024,2.355441447,21.09080715,20011,44030.1,8,22861.10183,0.519215306,8.663538,3.814309946,275642.282
3.6061E+14,17.61420366,5.401925695,26.0659564,20701,31531.1,1,16320.17517,0.517589782,47.255781,5.368809276,387978.6545
3.6061E+14,13.1403402,0,25.69223213,101803,133818,9,79514.92582,0.594202019,55.442837,4.005175694,289435.254
3.6061E+14,10.1055876,0,22.92287078,40135,71380.3,2,39058.88897,0.547194239,30.228057,3.080183099,222590.3795
3.6061E+14,10.50361901,0,22.97018955,51646,113002,2,62094.3128,0.549497467,36.156367,3.201503073,231357.6048
3.6061E+14,7.406753668,0,21.586061,17122,76419.3,10,38563.72596,0.504633332,6.366593,2.257578518,163144.6063
3.6061E+14,7.453608732,0,20.4744081,68748,74163.2,7,36164.47068,0.487633633,12.952689,2.271859942,164176.6578
3.6061E+14,7.784858247,0,20.81052168,20754,62775.2,1,33264.41284,0.529897361,12.633946,2.372824794,171472.9139
3.6061E+14,18.80003308,2.383524637,29.57469027,228264,132463,18,81419.97317,0.614662005,36.043272,5.730250083,414098.2856
3.6061E+14,14.3137496,0.473461995,25.3395488,147128,58648.3,1,25051.28178,0.42714421,34.891862,4.362830877,315281.3159
3.6061E+14,20.63857266,4.265334796,30.90319038,241039,133131,5,51359.29113,0.385780105,13.945017,6.290636947,454594.8148
3.6061E+14,11.59422102,0,29.66859731,147495,257558,1,158534.4511,0.615529128,22.474185,3.533918567,255379.7127
3.6061E+14,16.59038039,0,27.91763713,179341,121091,7,70069.01539,0.578647591,66.272761,5.056747943,365427.4462
3.6061E+14,7.026934645,0,20.06977361,53318,57422.7,11,29635.11177,0.516087049,9.755542,2.14180968,154778.5356
3.6061E+14,8.423576282,0,22.26462644,46635,180484,3,103375.5741,0.572768634,18.811487,2.567506051,185541.6148
3.6061E+14,17.57051452,4.354215363,26.28969469,53669,88582.7,9,46687.48413,0.527049685,46.990087,5.355492824,387016.337
3.6061E+14,14.046928,0,25.89547214,21576,84048.9,1,51096.42678,0.607936889,25.152992,4.281503653,309404.179
3.6061E+14,9.8943839,0,23.35754089,35714,73525.2,1,36233.58274,0.492804953,26.508514,3.015808213,217938.3085
3.6061E+14,8.943738425,0,23.19375451,30251,113856,12,66034.2607,0.579980508,19.565783,2.726051472,196998.9485
3.6061E+14,8.158128332,0,20.8465862,14149,53712,14,27793.71625,0.517458226,8.39416,2.486597515,179694.7346
3.6061E+14,8.016307093,0,22.8654003,51074,103846,6,57964.97113,0.55818203,19.137862,2.443370402,176570.914
3.6061E+14,7.891639506,0,22.19468271,73473,97455.2,2,38337.40934,0.393384954,25.143031,2.405371721,173824.9276
3.6061E+14,19.10265942,2.484950927,30.05644679,205789,131899,2,83320.26503,0.631697473,76.182115,5.822490592,420764.0744
3.6061E+14,18.45770716,3.79801404,28.53164999,303162,73744.4,1,42397.07949,0.574919309,62.904282,5.625909143,406558.0554
3.6061E+14,20.18948063,4.022430761,30.95023593,247987,132982,5,82895.20199,0.623356559,63.971181,6.153753697,444702.9046
3.6061E+14,11.80520762,0,27.80036967,8723,147960,3,63151.63452,0.426815589,7.055345,3.598227283,260027.0018
3.6061E+14,16.44975313,0.763897457,27.63593335,10615,50021.6,1,23675.13616,0.473298258,86.031812,5.013884755,362329.9247
3.6061E+14,11.29425802,0,23.67530731,70368,97734.5,3,40156.99577,0.410878408,51.329607,3.442489845,248772.588
3.6061E+14,13.02386022,0.449096772,23.69301997,11450,56288.7,8,33869.07876,0.601702984,25.058275,3.969672597,286869.6118
3.6061E+14,9.7590264,0,22.01542754,78915,119647,8,67281.76261,0.562335559,18.719567,2.974551247,214956.8612
3.6061E+14,8.589014642,0,21.95192471,44987,103417,4,53793.82207,0.52016421,15.969544,2.617931663,189185.6372
3.6061E+14,8.878447235,0,23.10914561,31193,108345,1,66709.63121,0.615714903,30.862374,2.706150717,195560.8143
3.6061E+14,19.94770587,3.547203966,30.45322188,246906,132174,15,72794.18056,0.550745083,29.038343,6.080060749,439377.461
3.6061E+14,18.19823254,2.255147212,29.07874683,309178,82038.3,4,41661.99603,0.507835926,38.208955,5.546821278,400842.7466
3.6061E+14,21.54183628,4.577529686,31.75282874,312717,132895,3,64333.3899,0.484091876,54.066431,6.565951699,474490.5201
3.6061E+14,12.38354881,0,24.66977,1703,160878,2,94449.64309,0.58708862,5.505832,3.774505676,272765.8142
3.6061E+14,8.139583527,0,23.13798523,2747,110830,4,57325.48194,0.517237949,7.55834,2.480945059,179286.2581
3.6061E+14,14.71747663,3.31464989,24.90683202,3255,22645.1,1,9988.042999,0.44106862,80.17275,4.485886878,324173.9956
3.6061E+14,11.12137852,0,21.58186747,6796,23273.2,1,9462.203779,0.40657081,27.745058,3.389796174,244964.6636
3.6061E+14,20.28090964,7.059707145,28.97841645,29938,74603.1,11,32550.22977,0.436312027,11.634077,6.181621259,446716.7625
3.6061E+14,12.85116888,1.297904459,22.79145861,35563,49430.5,1,29136.20869,0.589437871,50.740575,3.917036274,283065.8317
3.6061E+14,7.950160426,0,21.79125944,51132,104002,12,56991.34098,0.547983125,16.616615,2.423208898,175113.9367
3.6061E+14,8.06916405,0,21.00422457,15072,57836.7,2,19683.68967,0.340332171,3.512996,2.459481203,177735.166
3.6061E+14,20.902316,5.216264786,30.54828585,404466,131944,12,73501.65291,0.557067035,44.088328,6.371025918,460404.1485
3.6061E+14,19.18664237,1.924172505,30.91453728,296551,143764,9,79944.44468,0.55608111,64.175858,5.848088594,422613.9218
3.6061E+14,6.808563392,0,19.22783318,7365,88599.8,9,31316.45064,0.353459609,6.747688,2.075250122,149968.5887
3.6061E+14,19.35328756,5.419500678,30.6442758,19477,80543.2,3,43913.67646,0.545218919,61.989295,5.898882048,426284.5264
3.6061E+14,12.3140943,0,23.76285678,29420,46478.8,4,21262.64937,0.457469844,29.294142,3.753335941,271235.9768
3.6061E+14,15.45907036,4.517456769,23.94098699,53300,39864.8,2,16435.87972,0.412290535,53.083822,4.711924646,340508.6845
3.6061E+14,14.54269929,3.25989309,23.62743625,29068,70622,7,46690.28084,0.661129405,20.806862,4.432614744,320324.2685
3.6061E+14,10.67846596,0,24.20653785,6493,51817.6,2,24853.84966,0.479641081,32.968141,3.254796426,235208.8653
3.6061E+14,9.116084322,0,24.07337324,31576,53873.1,8,26119.04236,0.484825309,14.416658,2.778582501,200795.1195
3.6061E+14,7.174807102,0,20.76232442,32936,99572.7,1,63478.33736,0.637507443,20.443593,2.186881205,158035.6432
3.6061E+14,19.39278179,2.849949619,30.19214711,258220,132358,11,73501.27107,0.555321711,40.27159,5.910919889,427154.4447
3.6061E+14,6.180022666,0,20.40086356,11996,199032,28,103444.6093,0.519738581,6.759333,1.883670909,136124.0579
3.6061E+14,14.34442464,0.996729452,23.66535804,47909,54244.8,11,22859.1507,0.421407226,7.337187,4.372180629,315956.9786
3.6061E+14,15.53585417,0.777772062,26.05070351,26640,108805,2,54455.92859,0.500491049,59.921554,4.73532835,342199.9604
3.6061E+14,7.922717283,0,20.38904394,56558,146058,18,59143.23238,0.40492977,8.114375,2.414844228,174509.4612
3.6061E+14,8.002132357,0,23.19090352,12571,79203.4,4,37488.04767,0.473313616,20.6977,2.439049943,176258.6947
3.6061E+14,21.14279016,4.105115933,31.67102301,471869,142298,4,83194.15505,0.584647395,106.637519,6.444322442,465700.9444
3.6061E+14,8.118971278,0,21.77354799,129363,231356,16,83839.47098,0.362382955,18.704574,2.474662445,178832.2431
3.6061E+14,13.53908245,0,26.71854999,12007,91777,5,58397.22899,0.636294812,14.575122,4.12671233,298218.1364
3.6061E+14,29.64397334,4.764110297,47.11782769,1069,631822,3,213450.4286,0.337833169,12.490732,9.035483074,652951.9648
3.6061E+14,7.532738006,0,29.28068923,2408,107302,4,58879.54192,0.548727348,8.228334,2.295978544,165919.596
3.6061E+14,16.85582299,3.252686518,26.38791866,122118,52123.3,7,28550.3719,0.547746822,22.495024,5.137654848,371274.2086
3.6061E+14,18.46454369,0,34.45984794,162534,404188,3,194683.023,0.48166453,87.245332,5.627992916,406708.6399
3.6061E+14,13.45908728,0,24.70988866,27323,106543,2,51827.12785,0.486443294,21.108529,4.102329803,296456.1256
3.6061E+14,9.00393151,0,23.38117425,20544,108405,10,51834.54866,0.478156438,14.949193,2.744398324,198324.7894
3.6061E+14,8.651548862,0,21.88653276,11342,84031.4,2,40755.22827,0.484999991,21.265074,2.636992093,190563.0451
3.6061E+14,8.616232912,0,22.5830644,20213,82223.8,15,42280.53894,0.514212904,13.863609,2.626227791,189785.1595
3.6061E+14,10.38535516,0,23.35110323,45855,53455.6,5,28908.84542,0.540801065,11.472264,3.165456252,228752.6701
3.6061E+14,12.17912594,2.609952715,20.09532724,13143,27315,3,12273.17112,0.449319829,31.046506,3.712197587,268263.101
3.6061E+14,14.03776222,0,28.76704521,156950,167860,1,59966.16598,0.357239163,72.07206,4.278709924,309202.2894
3.6061E+14,9.260830118,0,23.88502502,35944,49084.7,3,29058.76762,0.592012738,20.019386,2.82270102,203983.3578
3.6061E+14,7.979240354,0,22.48342643,68129,213563,1,136276.3686,0.638108514,19.896929,2.43207246,175754.4647
3.6061E+14,17.3431339,7.743877091,24.34913271,28785,44354.1,2,29032.10638,0.654552936,79.490503,5.286187213,382007.9456
3.6061E+14,9.675559007,0,21.3932581,18106,55545.2,1,30238.21907,0.544389417,26.026042,2.949110385,213118.3695
3.6061E+14,7.751825974,0,21.29872828,21325,55534.5,4,30501.7952,0.549240476,13.213187,2.362756557,170745.3297
3.6061E+14,19.59139421,8.787835732,26.76070952,61081,49211.2,1,31043.50248,0.630821896,30.713933,5.971456955,431529.1744
3.6061E+14,11.30674111,0,26.16336055,486981,1143580,1,481865.2792,0.421365606,11.2725,3.446294691,249047.5463
3.6061E+14,16.00031453,5.512336186,23.19365466,46200,40707.3,1,23289.05181,0.572109961,126.151022,4.876895867,352430.3806
3.6061E+14,21.49734305,10.08626808,27.69970965,30076,34812.4,2,23087.33694,0.663192912,62.177044,6.552390162,473510.4914
3.6061E+14,22.12198287,3.049232153,37.47273269,12769,70640.6,3,24518.73198,0.347091219,9.378987,6.74278038,487269.0991
3.6061E+14,9.580648127,0,22.34639738,74428,106216,1,62369.68986,0.587196749,24.666576,2.920181549,211027.8183
3.6061E+14,14.08142381,0,24.616574,79632,53481.2,2,24659.13956,0.461080521,40.798679,4.292017976,310163.9998
3.6061E+14,9.315744069,0,23.43336298,124720,91403.4,2,46590.45542,0.509723439,26.808014,2.839438792,205192.9181
3.6061E+14,20.69357213,8.967936394,28.71502093,32585,75178.4,1,36856.90905,0.490259291,51.429699,6.307400784,455806.2586
3.6061E+14,16.02233534,3.881068816,23.72555464,42961,70825.5,5,41342.87309,0.583728644,52.268729,4.883607811,352915.4212
3.6061E+14,8.055764341,0,21.81097063,221378,232183,19,113198.2159,0.487538777,11.185989,2.455396971,177440.0177
3.6061E+14,7.692038249,0,20.94351553,334100,231940,22,123520.2739,0.532552703,13.093457,2.344533258,169428.4174
3.6061E+14,13.29684676,0,23.02860266,53796,47730.2,1,19959.10289,0.41816508,44.575442,4.052878893,292882.5403
3.6061E+14,12.87890181,0,26.30156432,271875,191335,1,121743.1473,0.636282684,57.693037,3.925489271,283676.6901
3.6061E+14,16.56774472,4.593305162,26.13558989,28930,62784.3,1,33227.53654,0.529233209,88.825448,5.049848591,364928.8624
3.6061E+14,7.856583892,0,22.51386011,138426,343156,3,215902.3489,0.629166761,16.821733,2.39468677,173052.7764
3.6061E+14,9.544668771,0,22.20363104,6802,17818.8,1,6034.661723,0.338668245,7.050357,2.909215041,210235.3202
3.6061E+14,7.910079584,0,22.72231826,46320,198893,17,126857.7692,0.637819175,9.771558,2.410992257,174231.0974
3.6061E+14,7.622611214,0,22.56334009,57503,231564,21,137625.3377,0.594329592,10.168369,2.323371898,167899.1852
3.6061E+14,9.541100307,0,23.80614386,138454,233199,22,142537.0595,0.611225003,9.827942,2.908127374,210156.7196
